QUOTE_DATE,EXPIRE_DATE,OPTION_TYPE,DTE,UNDERLYING_LAST,STRIKE,BID,ASK,VOLUME,IV,MID_PRICE,STRIKE_TO_SPOT,MONEYNESS
2023-06-30,2023-07-21,CALL,21.0,4450.23,4180.0,279.5,289.5,1.0,0.2059,284.5,0.9392772957802182,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4185.0,274.2,284.3,1.0,0.20185,279.25,0.9404008332153619,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4190.0,269.8,279.7,2.0,0.20135,274.75,0.9415243706505058,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4195.0,264.5,274.5,1.0,0.19665,269.5,0.9426479080856496,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4200.0,260.8,271.1,3.0,0.2015,265.95000000000005,0.9437714455207934,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4205.0,254.7,271.0,1.0,0.20699,262.85,0.9448949829559372,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4210.0,249.8,259.8,2.0,0.18966,254.8,0.946018520391081,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4215.0,245.0,261.2,1.0,0.20165,253.1,0.9471420578262248,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4220.0,240.1,250.0,1.0,0.18504,245.05,0.9482655952613686,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4225.0,236.6,246.8,2.0,0.18955,241.7,0.9493891326965124,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4230.0,230.5,240.3,1.0,0.18045,235.4,0.9505126701316562,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4235.0,225.6,235.5,18.0,0.17859,230.55,0.9516362075668,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4240.0,220.8,230.6,36.0,0.17563,225.7,0.9527597450019438,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4245.0,216.0,225.8,1.0,0.17358,220.9,0.9538832824370876,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4250.0,211.2,222.2,1.0,0.17448,216.7,0.9550068198722315,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4255.0,206.4,216.1,12.0,0.16916,211.25,0.9561303573073752,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4260.0,202.7,213.3,1.0,0.17392,208.0,0.957253894742519,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4265.0,197.9,208.6,40.0,0.17158,203.25,0.9583774321776628,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4270.0,192.8,203.3,1.0,0.16718,198.05,0.9595009696128066,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4275.0,188.9,198.8,2.0,0.16708,193.85000000000002,0.9606245070479504,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4280.0,183.3,193.8,1.0,0.16315,188.55,0.9617480444830943,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4285.0,178.6,188.4,2.0,0.15957,183.5,0.9628715819182381,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4290.0,173.9,182.9,1.0,0.15648,178.4,0.9639951193533818,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4295.0,169.2,182.7,6.0,0.16178,175.95,0.9651186567885256,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4300.0,164.5,175.6,74.0,0.15519,170.05,0.9662421942236694,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4305.0,159.9,169.9,6.0,0.15207,164.9,0.9673657316588132,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4310.0,155.5,165.3,2.0,0.15002,160.4,0.968489269093957,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4315.0,151.3,160.9,51.0,0.14906,156.10000000000002,0.9696128065291009,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4320.0,148.8,157.0,9.0,0.15178,152.9,0.9707363439642447,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4325.0,144.2,150.8,14.0,0.14694,147.5,0.9718598813993884,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4330.0,139.6,146.3,40.0,0.14468,142.95,0.9729834188345322,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4335.0,130.8,145.1,1.0,0.14182,137.95,0.974106956269676,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4340.0,130.6,137.7,149.0,0.14208,134.14999999999998,0.9752304937048198,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4345.0,126.1,133.1,554.0,0.13974,129.6,0.9763540311399637,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4350.0,118.9,129.0,318.0,0.13367,123.95,0.9774775685751075,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4355.0,115.0,128.6,1.0,0.13858,121.8,0.9786011060102513,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4360.0,110.5,121.1,306.0,0.13214,115.8,0.979724643445395,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4365.0,106.6,113.6,12.0,0.1262,110.1,0.9808481808805388,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4370.0,102.5,109.4,8.0,0.12425,105.95,0.9819717183156826,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4375.0,99.2,105.4,136.0,0.12416,102.30000000000001,0.9830952557508265,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4380.0,94.4,102.8,54.0,0.12415,98.6,0.9842187931859703,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4385.0,93.2,94.3,1.0,0.12082,93.75,0.9853423306211141,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4390.0,89.3,90.3,5.0,0.11884,89.8,0.9864658680562579,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4395.0,85.2,86.3,22.0,0.1176,85.75,0.9875894054914016,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4400.0,81.4,82.4,572.0,0.11644,81.9,0.9887129429265454,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4405.0,77.5,78.5,32.0,0.11432,78.0,0.9898364803616893,ITM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4410.0,73.8,74.7,110.0,0.11284,74.25,0.9909600177968331,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4415.0,70.0,71.0,12.0,0.11178,70.5,0.9920835552319769,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4420.0,66.5,67.4,322.0,0.11022,66.95,0.9932070926671207,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4425.0,63.0,63.9,15.0,0.10932,63.45,0.9943306301022645,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4430.0,59.6,60.4,6.0,0.10787,60.0,0.9954541675374082,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4435.0,56.2,57.1,18.0,0.10706,56.650000000000006,0.996577704972552,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4440.0,50.8,56.7,177.0,0.10668,53.75,0.9977012424076959,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4445.0,49.9,50.7,34.0,0.10522,50.3,0.9988247798428397,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4450.0,46.4,50.4,4251.0,0.10681,48.4,0.9999483172779835,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4455.0,44.0,44.8,26.0,0.10336,44.4,1.0010718547131272,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4460.0,41.2,41.9,135.0,0.10156,41.55,1.0021953921482711,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4465.0,38.6,39.3,7.0,0.1018,38.95,1.0033189295834148,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4470.0,36.0,36.7,50.0,0.10022,36.35,1.0044424670185588,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4475.0,33.6,34.3,1445.0,0.10012,33.95,1.0055660044537025,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4480.0,31.3,31.9,30.0,0.09938,31.6,1.0066895418888462,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4485.0,29.1,29.8,266.0,0.09916,29.450000000000003,1.0078130793239901,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4490.0,25.1,29.9,284.0,0.09895,27.5,1.0089366167591338,ATM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4495.0,25.1,25.7,12.0,0.09756,25.4,1.0100601541942777,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4500.0,22.0,25.8,3019.0,0.09847,23.9,1.0111836916294215,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4505.0,21.5,22.1,23.0,0.09712,21.8,1.0123072290645654,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4510.0,19.9,20.5,46.0,0.09665,20.2,1.013430766499709,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4515.0,17.2,19.0,198.0,0.09547,18.1,1.0145543039348528,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4520.0,16.9,17.4,52.0,0.0962,17.15,1.0156778413699967,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4525.0,14.7,17.4,1194.0,0.09707,16.049999999999997,1.0168013788051404,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4530.0,14.3,14.7,3.0,0.09524,14.5,1.0179249162402844,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4535.0,12.4,14.4,15.0,0.09522,13.4,1.019048453675428,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4540.0,12.1,12.5,15.0,0.09547,12.3,1.020171991110572,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4545.0,10.5,12.6,23.0,0.09622,11.55,1.0212955285457157,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4550.0,10.2,10.6,1084.0,0.09518,10.399999999999999,1.0224190659808594,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4555.0,8.8,10.0,15.0,0.09527,9.4,1.0235426034160033,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4560.0,8.0,9.3,13.0,0.09551,8.65,1.024666140851147,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4565.0,7.3,8.8,8.0,0.09623,8.05,1.025789678286291,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4570.0,7.1,7.5,41.0,0.09521,7.3,1.0269132157214347,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4575.0,6.5,6.8,144.0,0.09562,6.65,1.0280367531565786,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4580.0,5.9,6.3,8.0,0.09594,6.1,1.0291602905917223,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4585.0,5.1,6.1,10.0,0.09645,5.6,1.030283828026866,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4590.0,4.6,5.4,10.0,0.09615,5.0,1.03140736546201,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4595.0,4.2,5.2,124.0,0.09684,4.7,1.0325309028971537,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4600.0,4.1,4.4,2810.0,0.09661,4.25,1.0336544403322976,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4605.0,3.7,4.0,1.0,0.09625,3.85,1.0347779777674413,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4610.0,3.3,3.7,32.0,0.09656,3.5,1.0359015152025852,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4615.0,3.1,3.5,1.0,0.09812,3.3,1.037025052637729,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4620.0,2.6,3.2,21.0,0.09695,2.9000000000000004,1.0381485900728726,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4625.0,2.6,2.8,2.0,0.09753,2.7,1.0392721275080166,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4630.0,2.35,2.55,30.0,0.09844,2.45,1.0403956649431603,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4635.0,2.1,2.35,2.0,0.09783,2.225,1.0415192023783042,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4640.0,1.9,2.15,32.0,0.099,2.025,1.042642739813448,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4645.0,1.8,1.95,50.0,0.09872,1.875,1.0437662772485918,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4650.0,1.65,1.8,22.0,0.09932,1.725,1.0448898146837355,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4655.0,1.45,1.65,211.0,0.09995,1.5499999999999998,1.0460133521188792,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4660.0,1.35,1.45,5.0,0.09994,1.4,1.0471368895540232,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4665.0,1.15,1.4,79.0,0.10046,1.275,1.0482604269891669,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4670.0,1.1,1.3,15.0,0.10106,1.2000000000000002,1.0493839644243108,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4675.0,1.0,1.15,1.0,0.10116,1.075,1.0505075018594545,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4680.0,0.95,1.1,1.0,0.10228,1.025,1.0516310392945984,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4685.0,0.85,1.0,8.0,0.10276,0.925,1.0527545767297422,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4690.0,0.75,0.9,2.0,0.10289,0.825,1.0538781141648859,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4700.0,0.65,0.75,2563.0,0.10319,0.7,1.0561251890351735,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4710.0,0.55,0.7,6.0,0.10531,0.625,1.0583722639054611,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4720.0,0.45,0.55,2.0,0.10559,0.5,1.0606193387757488,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4725.0,0.4,0.55,70.0,0.10637,0.47500000000000003,1.0617428762108925,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4730.0,0.4,0.5,2.0,0.10738,0.45,1.0628664136460364,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4740.0,0.35,0.45,2.0,0.10921,0.4,1.065113488516324,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4750.0,0.3,0.4,8.0,0.11066,0.35,1.0673605633866117,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4760.0,0.25,0.35,22.0,0.11153,0.3,1.069607638256899,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4770.0,0.25,0.35,153.0,0.11451,0.3,1.0718547131271867,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4775.0,0.2,0.35,1.0,0.11435,0.275,1.0729782505623306,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4780.0,0.2,0.3,1.0,0.11469,0.25,1.0741017879974744,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4790.0,0.2,0.3,6.0,0.11771,0.25,1.076348862867762,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4800.0,0.15,0.25,6.0,0.11821,0.2,1.0785959377380496,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4810.0,0.15,0.25,4.0,0.1209,0.2,1.0808430126083373,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4820.0,0.1,0.25,6.0,0.12223,0.175,1.083090087478625,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4825.0,0.1,0.25,2.0,0.124,0.175,1.0842136249137686,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4830.0,0.1,0.2,1.0,0.12326,0.15000000000000002,1.0853371623489123,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4840.0,0.1,0.2,11.0,0.126,0.15000000000000002,1.0875842372192,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4850.0,0.1,0.2,20.0,0.12848,0.15000000000000002,1.0898313120894876,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4860.0,0.05,0.2,3.0,0.12896,0.125,1.0920783869597752,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4875.0,0.05,0.15,1.0,0.12983,0.1,1.0954489992652066,OTM
2023-06-30,2023-07-21,CALL,21.0,4450.23,4900.0,0.05,0.15,191.0,0.13674,0.1,1.1010666864409255,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4140.0,321.8,330.6,1.0,0.21904,326.20000000000005,0.9302889962990678,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4150.0,312.0,320.8,5.0,0.21428,316.4,0.9325360711693553,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4165.0,297.3,304.6,9.0,0.20337,300.95000000000005,0.9359066834747868,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4195.0,268.0,276.9,1.0,0.19412,272.45,0.9426479080856496,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4275.0,193.2,200.1,1.0,0.16418,196.64999999999998,0.9606245070479504,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4280.0,188.5,195.4,2.0,0.16186,191.95,0.9617480444830943,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4290.0,179.1,186.0,10.0,0.15755,182.55,0.9639951193533818,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4300.0,169.8,176.7,6.0,0.15325,173.25,0.9662421942236694,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4315.0,155.9,162.9,1.0,0.14769,159.4,0.9696128065291009,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4320.0,151.3,156.3,5.0,0.14204,153.8,0.9707363439642447,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4325.0,146.8,151.6,10.0,0.14069,149.2,0.9718598813993884,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4330.0,142.2,149.3,1.0,0.14131,145.75,0.9729834188345322,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4335.0,137.7,142.6,5.0,0.13625,140.14999999999998,0.974106956269676,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4340.0,134.3,135.9,7.0,0.13317,135.10000000000002,0.9752304937048198,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4350.0,124.4,131.5,2.0,0.13408,127.95,0.9774775685751075,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4355.0,120.0,127.1,6.0,0.13207,123.55,0.9786011060102513,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4360.0,115.6,122.7,1.0,0.13014,119.15,0.979724643445395,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4370.0,107.0,112.1,1.0,0.12422,109.55,0.9819717183156826,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4375.0,102.4,107.5,3.0,0.12181,104.95,0.9830952557508265,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4380.0,98.2,105.8,1.0,0.12247,102.0,0.9842187931859703,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4385.0,94.2,99.4,2.0,0.1189,96.80000000000001,0.9853423306211141,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4390.0,90.3,97.6,1.0,0.11976,93.94999999999999,0.9864658680562579,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4400.0,82.5,89.6,3.0,0.11731,86.05,0.9887129429265454,ITM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4410.0,77.0,81.9,6.0,0.11682,79.45,0.9909600177968331,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4415.0,71.5,78.1,2.0,0.11336,74.8,0.9920835552319769,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4420.0,67.9,74.4,11.0,0.11169,71.15,0.9932070926671207,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4425.0,64.5,70.8,25.0,0.11039,67.65,0.9943306301022645,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4430.0,62.6,63.4,1.0,0.10671,63.0,0.9954541675374082,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4440.0,56.2,56.8,6.0,0.10417,56.5,0.9977012424076959,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4445.0,53.1,53.6,53.0,0.10337,53.35,0.9988247798428397,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4450.0,48.7,52.2,23.0,0.1031,50.45,0.9999483172779835,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4455.0,47.0,47.7,12.0,0.1017,47.35,1.0010718547131272,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4460.0,44.2,45.0,11.0,0.10051,44.6,1.0021953921482711,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4465.0,41.6,42.1,4.0,0.1002,41.85,1.0033189295834148,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4470.0,39.0,39.5,6.0,0.09912,39.25,1.0044424670185588,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4475.0,36.5,37.1,9.0,0.099,36.8,1.0055660044537025,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4480.0,34.1,34.7,1.0,0.09829,34.400000000000006,1.0066895418888462,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4490.0,29.8,30.3,4.0,0.09718,30.05,1.0089366167591338,ATM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4500.0,25.8,26.3,29.0,0.09601,26.05,1.0111836916294215,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4510.0,22.2,22.8,9.0,0.09561,22.5,1.013430766499709,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4520.0,19.1,19.7,4.0,0.0948,19.4,1.0156778413699967,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4525.0,17.7,18.1,6.0,0.09471,17.9,1.0168013788051404,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4550.0,11.4,13.4,33.0,0.09536,12.4,1.0224190659808594,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4600.0,5.0,5.4,31.0,0.09488,5.2,1.0336544403322976,OTM
2023-06-30,2023-07-24,CALL,24.0,4450.23,4700.0,0.85,1.0,1.0,0.10023,0.925,1.0561251890351735,OTM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4000.0,460.7,469.7,1.0,0.2795,465.2,0.8988299481150414,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4150.0,312.8,321.8,1.0,0.2113,317.3,0.9325360711693553,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4200.0,264.4,271.5,73.0,0.18674,267.95,0.9437714455207934,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4210.0,254.6,263.5,1.0,0.18557,259.05,0.946018520391081,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4225.0,240.2,249.0,1.0,0.17931,244.6,0.9493891326965124,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4230.0,235.5,244.2,14.0,0.1776,239.85,0.9505126701316562,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4240.0,225.9,234.7,10.0,0.17352,230.3,0.9527597450019438,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4245.0,221.2,229.9,7.0,0.17195,225.55,0.9538832824370876,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4250.0,216.4,225.1,1.0,0.17033,220.75,0.9550068198722315,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4260.0,207.0,215.6,1.0,0.16648,211.3,0.957253894742519,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4270.0,199.4,206.2,1.0,0.16558,202.8,0.9595009696128066,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4275.0,194.6,201.5,4.0,0.16357,198.05,0.9606245070479504,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4290.0,180.6,185.3,2.0,0.15339,182.95,0.9639951193533818,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4300.0,171.3,176.1,1.0,0.15011,173.7,0.9662421942236694,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4305.0,166.6,171.4,1.0,0.14803,169.0,0.9673657316588132,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4310.0,162.0,166.8,1.0,0.14553,164.4,0.968489269093957,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4315.0,157.5,162.3,15.0,0.14399,159.9,0.9696128065291009,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4320.0,152.9,157.7,25.0,0.14252,155.3,0.9707363439642447,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4325.0,148.4,153.2,20.0,0.1404,150.8,0.9718598813993884,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4330.0,143.8,148.7,4.0,0.13917,146.25,0.9729834188345322,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4340.0,134.9,139.8,3.0,0.13499,137.35000000000002,0.9752304937048198,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4345.0,130.4,135.4,14.0,0.13316,132.9,0.9763540311399637,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4350.0,126.0,133.1,1.0,0.13448,129.55,0.9774775685751075,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4355.0,121.7,128.8,2.0,0.13287,125.25,0.9786011060102513,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4360.0,117.3,124.5,17.0,0.13106,120.9,0.979724643445395,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4365.0,113.0,120.2,1.0,0.12957,116.6,0.9808481808805388,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4370.0,108.8,115.9,12.0,0.12733,112.35,0.9819717183156826,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4375.0,104.6,111.7,1.0,0.12596,108.15,0.9830952557508265,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4380.0,100.0,107.6,14.0,0.12352,103.8,0.9842187931859703,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4385.0,96.0,101.2,3.0,0.11963,98.6,0.9853423306211141,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4390.0,92.1,99.4,3.0,0.12112,95.75,0.9864658680562579,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4395.0,88.9,93.8,1.0,0.11774,91.35,0.9875894054914016,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4400.0,84.9,89.3,10.0,0.1163,87.1,0.9887129429265454,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4405.0,80.6,87.6,4.0,0.11611,84.1,0.9898364803616893,ITM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4410.0,79.0,79.8,10.0,0.1128,79.4,0.9909600177968331,ATM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4415.0,73.4,77.7,12.0,0.11087,75.55000000000001,0.9920835552319769,ATM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4420.0,69.8,74.1,9.0,0.11046,71.94999999999999,0.9932070926671207,ATM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4425.0,66.4,70.5,37.0,0.10864,68.45,0.9943306301022645,ATM
2023-06-30,2023-07-25,CALL,25.0,4450.23,4430.0,63.1,67.0,118.0,0.10801,65.05,0.9954541675374082,ATM
